YEAR,PREVIOUS_YEAR,TOSP_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2020,2019,SA827B,"Breast, Tumor (malignant), Simple Mastectomy with Sentinel Node Biopsy/ Axillary Node Sampling",4C,"Breast, removal of entire breast, removal of cancerous growth with lymph node testing and/or removal ",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,824","10,205","12,483","4,238","5,584","7,024",-,-,-,-,-,-,-,-,-,-,-,-,"2,865","4,042","5,768"
2020,2019,SA827B,"Breast, Tumor (malignant), Simple Mastectomy with Sentinel Node Biopsy/ Axillary Node Sampling",4C,"Breast, removal of entire breast, removal of cancerous growth with lymph node testing and/or removal ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"2,289","2,358","2,471","1,365","1,365","1,365",-,-,-,-,-,-,-,-,-,-,-,-,924,981,"1,085"
2020,2019,SA827B,"Breast, Tumor (malignant), Simple Mastectomy with Sentinel Node Biopsy/ Axillary Node Sampling",4C,"Breast, removal of entire breast, removal of cancerous growth with lymph node testing and/or removal ",Public Hospitals/ Centres (Subsidised),Ward B2,"1,655","2,079","2,743",850,968,"1,365",-,-,-,-,-,-,-,-,-,-,-,-,785,"1,017","1,444"
2020,2019,SA827B,"Breast, Tumor (malignant), Simple Mastectomy with Sentinel Node Biopsy/ Axillary Node Sampling",4C,"Breast, removal of entire breast, removal of cancerous growth with lymph node testing and/or removal ",Public Hospitals/ Centres (Subsidised),Ward C,"1,591","1,751","2,733",762,769,780,-,-,-,-,-,-,-,-,-,-,-,-,820,953,"1,891"
2020,2019,SA838S,"Skin and Subcutaneous Tissue, Hemangioma/Lymphangioma (moderate), Excision",3A,"Skin lesions, removal of blood vessel growths (medium-sized) ",Private Hospitals/ Clinics,Day Surgery,"5,213","6,508","7,476","4,101","5,525","6,426","2,140","2,675","4,109",n/a,n/a,n/a,"1,446","1,812","2,590",n/a,n/a,n/a,759,"1,042","1,520"
2020,2019,SA838S,"Skin and Subcutaneous Tissue, Hemangioma/Lymphangioma (moderate), Excision",3A,"Skin lesions, removal of blood vessel growths (medium-sized) ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),923,"1,030","1,109",596,676,753,-,-,-,-,-,-,-,-,-,-,-,-,288,320,446
2020,2019,SA839S,"Skin and Subcutaneous Tissue, Hemangioma/Lymphangioma (small), Excision",2A,"Skin lesions, removal of blood vessel growths (small) ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),441,500,532,247,277,352,-,-,-,-,-,-,-,-,-,-,-,-,169,195,237
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Private Hospitals/ Clinics,Inpatient,"5,754","6,671","8,669","1,718","3,640","4,376",856,"1,097","1,605",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,"2,157","2,817","5,194"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Private Hospitals/ Clinics,Day Surgery,"2,169","3,229","4,116","1,801","2,441","3,019",856,"1,035","1,605",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,564,779,"1,063"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,287","2,984","4,031",395,442,711,-,-,-,-,-,-,-,-,-,-,-,-,"1,665","2,407","3,320"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"1,748","2,330","3,039",337,398,422,-,-,-,-,-,-,-,-,-,-,-,-,"1,355","1,851","2,644"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Private Hospitals/ Clinics,Clinics,647,997,"1,398",428,535,755,375,520,589,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,222,313,544
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,733,952,"1,251",126,137,142,-,-,-,-,-,-,-,-,-,-,-,-,593,820,"1,125"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Ward C,600,756,"1,087",71,72,83,-,-,-,-,-,-,-,-,-,-,-,-,496,665,"1,013"
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),310,471,729,200,367,399,-,-,-,-,-,-,-,-,-,-,-,-,82,105,358
2020,2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),146,245,346,107,115,137,-,-,-,-,-,-,-,-,-,-,-,-,25,127,225
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Inpatient,"6,887","7,755","10,115","4,094","4,786","5,417","1,605","2,140","2,354",500,642,800,"1,458","1,952","2,439",-,-,-,"2,362","3,008","4,620"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Day Surgery,"3,973","5,365","6,257","3,082","4,211","5,065","1,284","1,926","2,183",300,500,600,"1,105","1,731","2,314",-,-,-,775,"1,016","1,354"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,317","2,841","3,759",585,625,657,-,-,-,-,-,-,-,-,-,-,-,-,"1,672","2,200","3,040"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,004","2,487","3,186",478,542,595,-,-,-,-,-,-,-,-,-,-,-,-,"1,394","1,934","2,486"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Clinics,823,"1,113","1,921",503,642,936,449,535,856,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,248,326,701
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,847,"1,110","1,545",174,196,204,-,-,-,-,-,-,-,-,-,-,-,-,654,910,"1,357"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Ward C,634,841,"1,265",93,106,117,-,-,-,-,-,-,-,-,-,-,-,-,523,730,"1,142"
2020,2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),368,462,530,163,185,202,-,-,-,-,-,-,-,-,-,-,-,-,184,270,345
2020,2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Private Hospitals/ Clinics,Inpatient,"6,848","8,166","10,307","4,600","5,350","7,345","3,959","4,815","5,350",0,0,"1,000",0,0,"1,704",n/a,n/a,n/a,"1,716","2,174","3,093"
2020,2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,368","4,775","5,950","2,126","2,297","2,873",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,264","2,350","2,993"
2020,2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,140","1,339","1,670",753,815,815,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,346,583,879
2020,2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Subsidised),Ward C,820,"1,094","1,560",409,449,474,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,361,600,"1,082"
2020,2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),899,"1,004","1,171",726,815,815,-,-,-,-,-,-,-,-,-,-,-,-,84,187,301
2020,2019,SA843S,"Skin and Subcutaneous Tissue, Laceration (superficial) of less than 7cm, Repair",1B,"Skin, repair of superficial wounds (<7cm)",Private Hospitals/ Clinics,Inpatient,"3,010","5,525","6,982",899,"1,926","4,394",856,"1,605","2,140",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,"1,646","2,090","2,507"
2020,2019,SA843S,"Skin and Subcutaneous Tissue, Laceration (superficial) of less than 7cm, Repair",1B,"Skin, repair of superficial wounds (<7cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),11,193,224,11,159,191,-,-,-,-,-,-,-,-,-,-,-,-,0,18,54
2020,2019,SA850S,"Skin and Subcutaneous Tissue, Sinus (deep>3cm), Excision with/without biopsy",2B,"Skin, excision of skin tract (deep, >3cm)",Public Hospitals/ Centres (Subsidised),Ward C,768,911,"1,668",220,237,282,-,-,-,-,-,-,-,-,-,-,-,-,464,674,"1,444"
2020,2019,SA850S,"Skin and Subcutaneous Tissue, Sinus (deep>3cm), Excision with/without biopsy",2B,"Skin, excision of skin tract (deep, >3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),552,630,753,330,355,408,-,-,-,-,-,-,-,-,-,-,-,-,193,247,364
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Private Hospitals/ Clinics,Day Surgery,"2,417","3,111","3,600","1,655","2,246","2,989",803,"1,070","1,605",n/a,n/a,n/a,585,"1,155","1,340",-,-,-,564,856,"1,079"
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Subsidised),Ward C,842,"1,439","2,342",69,69,83,-,-,-,-,-,-,-,-,-,-,-,-,737,"1,351","2,273"
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Subsidised),Ward B2,992,"1,294","2,716",137,137,145,-,-,-,-,-,-,-,-,-,-,-,-,855,"1,157","2,579"
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Private Hospitals/ Clinics,Clinics,633,958,"1,688",375,535,856,375,535,856,n/a,n/a,n/a,0,0,30,-,-,-,260,381,589
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),416,590,837,120,345,450,-,-,-,-,-,-,-,-,-,-,-,-,175,253,414
2020,2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),173,246,317,59,131,137,-,-,-,-,-,-,-,-,-,-,-,-,72,115,185
2020,2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"1,784","2,307","3,203",309,348,405,-,-,-,-,-,-,-,-,-,-,-,-,"1,411","1,940","2,696"
2020,2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,897,"1,280","2,057",122,128,137,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,761,"1,156","1,935"
2020,2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Ward C,643,987,"1,925",71,72,83,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,530,876,"1,856"
2020,2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),353,418,513,286,286,286,-,-,-,-,-,-,-,-,-,-,-,-,80,134,250
2020,2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),196,264,445,115,128,137,-,-,-,-,-,-,-,-,-,-,-,-,70,120,201
2020,2019,SA854S,"Skin and Subcutaneous Tissue, Wound (large>3cm), Secondary Suture",1A,"Skin, repair of wound (>3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),154,206,300,115,131,137,-,-,-,-,-,-,-,-,-,-,-,-,39,72,150
2020,2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Private Hospitals/ Clinics,Clinics,736,865,"1,156",428,551,856,428,535,829,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,220,313,405
2020,2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),436,461,656,419,436,461,-,-,-,-,-,-,-,-,-,-,-,-,0,48,195
2020,2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),225,253,331,137,151,191,-,-,-,-,-,-,-,-,-,-,-,-,82,91,164
2020,2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Public Hospitals/ Centres (Unsubsidised),Ward A,"9,919","12,543","15,009","3,058","3,223","4,677",-,-,-,-,-,-,-,-,-,451,"2,201","3,371","3,951","6,298","8,558"
2020,2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,759","3,895","5,697",960,988,"1,043",-,-,-,-,-,-,-,-,-,351,962,"2,009","1,135","1,759","2,949"
2020,2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Public Hospitals/ Centres (Subsidised),Ward C,"2,131","2,897","4,546",559,561,589,-,-,-,-,-,-,-,-,-,268,599,"1,395","1,074","1,403","2,442"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Private Hospitals/ Clinics,Inpatient,"16,417","18,909","22,424","12,473","13,571","15,295","6,420","7,490","8,025","1,500","1,750","1,926","3,821","4,567","5,430",n/a,n/a,n/a,"3,542","4,800","7,422"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Private Hospitals/ Clinics,Day Surgery,"13,250","14,902","16,933","11,097","11,976","14,166","6,206","6,420","7,758","1,200","1,553","1,731","3,401","3,970","4,657",n/a,n/a,n/a,"2,020","2,627","3,528"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,880","7,393","8,377","3,234","4,213","5,373",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,020","2,501","3,281"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Subsidised),Ward B2,"1,669","2,232","2,770",960,968,"1,365",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,695,"1,014","1,454"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,817","2,090","2,521",850,920,960,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,585,916,"1,325"
2020,2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Subsidised),Ward C,"1,468","1,937","2,934",588,823,875,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,592,"1,061","1,549"
2020,2019,SB700K,"Knee, Arthroscopy, knee ligament reconstruction (1 or more)",5C,"Knee, ligament repair with scope (single or multiple)",Private Hospitals/ Clinics,Inpatient,"23,754","28,166","30,612","17,110","17,976","20,902","8,560","9,898","10,700","1,873","2,195","2,500","5,327","6,747","7,702","2,158","4,133","5,350","3,261","4,842","5,818"
2020,2019,SB701C,"Clavicle, Clavicle Fracture, Comminuted Plating With or without Bone Grafting",4A,"Collarbone, fracture repair with plate and bone",Private Hospitals/ Clinics,Inpatient,"21,663","23,823","28,007","13,943","15,701","18,399","6,320","8,560","9,095","1,338","2,000","2,140","5,283","6,068","7,602","2,625","3,745","4,494","3,488","4,537","6,068"
2020,2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Private Hospitals/ Clinics,Inpatient,"24,223","27,794","30,808","16,361","18,832","20,726","7,490","9,630","10,700","1,873","2,274","2,675","6,064","6,953","7,735","2,418","4,143","5,671","3,260","4,271","5,674"
2020,2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Unsubsidised),Ward B1,"12,121","13,679","16,154","4,865","7,553","9,359",-,-,-,-,-,-,-,-,-,"1,592","2,385","3,976","3,243","4,033","4,517"
2020,2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Unsubsidised),Ward A,"11,357","13,458","15,316","6,216","7,465","8,637",-,-,-,-,-,-,-,-,-,"1,181","1,538","2,517","2,981","3,529","4,436"
2020,2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Subsidised),Ward C,"2,994","3,766","4,942",664,692,"1,065",-,-,-,-,-,-,-,-,-,729,"1,244","2,314","1,124","1,549","1,916"
2020,2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Subsidised),Ward B2,"2,872","3,630","4,879",968,968,"1,065",-,-,-,-,-,-,-,-,-,612,770,"1,796","1,289","1,534","1,864"
