YEAR,TOPS_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),277,557,"1,000",184,362,399,-,-,-,-,-,-,-,-,-,-,-,-,82,246,606
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),147,260,368,109,115,125,-,-,-,-,-,-,-,-,-,-,-,-,37,138,238
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,011","2,836","4,060",395,415,751,-,-,-,-,-,-,-,-,-,-,-,-,"1,569","2,164","3,095"
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"1,791","2,157","2,859",322,356,398,-,-,-,-,-,-,-,-,-,-,-,-,"1,367","1,688","2,457"
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,672,847,"1,095",122,126,137,-,-,-,-,-,-,-,-,-,-,-,-,548,720,958
2019,SA840S,"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar lesion<3cm, Saucerisation/lncision & Drainage",1A,"Skin lesion, removal of small blood clot or infected area (<3cm)",Public Hospitals/ Centres (Subsidised),Ward C,571,740,"1,168",69,72,78,-,-,-,-,-,-,-,-,-,-,-,-,484,635,"1,061"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Clinics,793,"1,078","1,660",535,642,"1,017",375,535,984,n/a,n/a,n/a,0,104,161,-,-,-,290,390,627
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Day Surgery,"3,814","5,092","6,421","2,950","4,000","5,324","1,070","1,926","2,504",225,500,700,"1,020","1,503","2,351",n/a,n/a,n/a,692,858,"1,161"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Private Hospitals/ Clinics,Inpatient,"6,460","7,832","9,764","3,805","4,574","5,645","1,605","2,140","2,791",450,600,750,"1,363","1,884","2,342",n/a,n/a,n/a,"2,043","2,850","4,451"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),332,417,483,160,178,185,-,-,-,-,-,-,-,-,-,-,-,-,150,238,298
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,078","2,737","3,581",566,583,618,-,-,-,-,-,-,-,-,-,-,-,-,"1,481","2,086","2,920"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,004","2,536","3,546",473,494,531,-,-,-,-,-,-,-,-,-,-,-,-,"1,427","1,829","2,967"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,752,966,"1,324",174,179,185,-,-,-,-,-,-,-,-,-,-,-,-,567,795,"1,141"
2019,SA841S,"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/lncision with Drainage",1B,"Skin lesion, removal of small blood clot or infected area (>3cm)",Public Hospitals/ Centres (Subsidised),Ward C,622,820,"1,258",95,99,110,-,-,-,-,-,-,-,-,-,-,-,-,514,710,"1,148"
2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Private Hospitals/ Clinics,Inpatient,"6,368","7,442","9,731","4,014","5,500","6,978","3,424","4,815","5,400",0,0,913,0,0,"1,565",n/a,n/a,n/a,"1,551","1,917","2,535"
2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,167","1,525","2,181",651,726,744,-,-,-,-,-,-,-,-,-,-,-,-,460,769,"1,357"
2019,SA842S,"Skin and Subcutaneous tissue, Lacerations (deep >3cm/multiple) lacerations, repair/toilet & suture, with/without debridement",3B,"Skin, repair of wounds with or without removal of unhealthy tissues (multiple, deep)",Public Hospitals/ Centres (Subsidised),Ward C,881,"1,136","1,592",405,409,449,-,-,-,-,-,-,-,-,-,-,-,-,455,654,"1,104"
2019,SA843S,"Skin and Subcutaneous Tissue, Laceration (superficial) of less than 7cm, Repair",1B,"Skin, repair of superficial wounds (<7cm)",Private Hospitals/ Clinics,Inpatient,"3,152","5,042","7,002","1,284","2,616","4,964","1,070","1,800","2,675",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,"1,291","1,793","2,379"
2019,SA843S,"Skin and Subcutaneous Tissue, Laceration (superficial) of less than 7cm, Repair",1B,"Skin, repair of superficial wounds (<7cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),11,171,201,11,151,159,-,-,-,-,-,-,-,-,-,-,-,-,0,14,45
2019,SA850S,"Skin and Subcutaneous Tissue, Sinus (deep>3cm), Excision with/without biopsy",2B,"Skin, excision of skin tract (deep, >3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),550,642,795,355,379,407,-,-,-,-,-,-,-,-,-,-,-,-,180,259,387
2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Private Hospitals/ Clinics,Clinics,535,803,"1,220",321,428,750,321,428,749,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,212,331,444
2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Private Hospitals/ Clinics,Day Surgery,"2,458","3,216","4,268","1,941","2,694","3,387",856,"1,284","2,000",n/a,n/a,n/a,951,"1,146","1,619",-,-,-,556,724,899
2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),410,579,814,120,353,439,-,-,-,-,-,-,-,-,-,-,-,-,151,234,401
2019,SA852S,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/ Scar, Excision Punch/Shave biopsy, Lesion size up to and including 15mm in diameter",1A,"Skin lesions, removal of tissue growths (<15mm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),197,263,320,115,130,131,-,-,-,-,-,-,-,-,-,-,-,-,75,129,185
2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),366,488,688,276,286,353,-,-,-,-,-,-,-,-,-,-,-,-,80,187,317
2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),239,387,463,115,137,324,-,-,-,-,-,-,-,-,-,-,-,-,100,133,197
2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,874,"1,240","2,207",122,126,135,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,752,"1,110","2,092"
2019,SA853S,"Skin and Subcutaneous Tissue, Wound, Debridement <3cm",1A,"Skin, removal of unhealthy tissues in a wound (<3cm)",Public Hospitals/ Centres (Subsidised),Ward C,666,994,"1,737",69,74,78,-,-,-,-,-,-,-,-,-,-,-,-,576,918,"1,667"
2019,SA854S,"Skin and Subcutaneous Tissue, Wound (large>3cm), Secondary Suture",1A,"Skin, repair of wound (>3cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),153,194,265,115,115,130,-,-,-,-,-,-,-,-,-,-,-,-,39,69,143
2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Private Hospitals/ Clinics,Clinics,534,724,"1,093",268,460,856,268,460,749,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,144,334,402
2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),436,567,611,436,436,570,-,-,-,-,-,-,-,-,-,-,-,-,0,17,175
2019,SA865S,"Skin, Keratoses/Warts/Tags/Similar Lesions, Excision (not more than 5 lesions)",1B,"Skin lesions, removal of superficial growths (<5)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),218,239,297,143,166,182,-,-,-,-,-,-,-,-,-,-,-,-,56,75,117
2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Private Hospitals/ Clinics,Inpatient,"18,419","21,065","25,170","12,014","14,410","15,707","6,420","7,490","8,560","1,500","1,750","2,000","3,708","4,866","5,776",771,"1,739","3,106","3,316","4,572","7,414"
2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,327","3,219","4,098",899,960,989,-,-,-,-,-,-,-,-,-,251,720,"1,069",773,"1,337","2,212"
2019,SB700A,"Ankle, ankle fracture, Bimalleolar, ORIF",4A,"Ankle, joint fracture re-alignment and repair (conventional surgery, both sides)",Public Hospitals/ Centres (Subsidised),Ward C,"2,085","2,761","3,948",509,523,735,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,006","1,430","1,879"
2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Private Hospitals/ Clinics,Day Surgery,"12,020","13,664","15,363","9,386","11,464","12,155","5,350","6,420","6,420","1,200","1,284","1,366","2,790","3,704","4,335",n/a,n/a,n/a,"1,264","2,106","3,207"
2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Private Hospitals/ Clinics,Inpatient,"15,483","18,919","23,942","11,979","14,039","16,021","6,420","7,490","9,095","1,500","1,873","2,140","3,659","4,570","5,434",0,0,0,"2,960","4,290","6,388"
2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,741","7,136","8,063","2,989","4,100","5,068",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,979","2,362","3,061"
2019,SB700H,"Hip/Knee, Hip/Knee Therapeutic Arthroscopy",4A,"Hip/ Knee, treatment with scope ",Public Hospitals/ Centres (Subsidised),Ward B2,"1,531","1,958","2,413",880,960,968,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,615,940,"1,238"
2019,SB700K,"Knee, Arthroscopy, knee ligament reconstruction (1 or more)",5C,"Knee, ligament repair with scope (single or multiple)",Private Hospitals/ Clinics,Inpatient,"22,530","24,642","28,473","14,674","16,806","20,232","7,169","8,560","10,700","1,500","2,000","2,140","4,885","5,449","7,204","1,191","3,210","5,350","2,748","3,730","5,843"
2019,SB701C,"Clavicle, Clavicle Fracture, Comminuted Plating With or without Bone Grafting",4A,"Collarbone, fracture repair with plate and bone",Private Hospitals/ Clinics,Inpatient,"21,661","26,016","27,993","13,968","17,059","19,073","7,490","8,560","9,630","1,500","2,000","2,200","4,373","5,766","7,030","2,981","3,863","4,731","3,005","4,259","6,273"
2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Private Hospitals/ Clinics,Inpatient,"22,544","25,893","32,589","15,654","18,155","21,600","7,490","9,630","11,770","1,750","2,000","2,500","5,466","6,646","7,818","2,245","4,046","5,350","2,834","3,997","6,546"
2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"3,512","4,129","4,836","1,051","1,055","1,287",-,-,-,-,-,-,-,-,-,606,968,"1,373","1,474","1,903","2,357"
2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Unsubsidised),Ward A,"11,331","13,032","15,445","6,225","7,208","8,637",-,-,-,-,-,-,-,-,-,"1,181","1,509","2,066","3,023","3,646","5,352"
2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Subsidised),Ward B2,"2,862","3,086","3,803",880,880,"1,065",-,-,-,-,-,-,-,-,-,529,700,850,"1,260","1,426","1,820"
2019,SB701K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ACL or PCL reconstruction",5C,"Knee, repair of ligament ",Public Hospitals/ Centres (Subsidised),Ward C,"2,928","3,429","4,374",480,677,735,-,-,-,-,-,-,-,-,-,704,884,"1,462","1,329","1,576","1,948"
2019,SB703K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ligament reconstruction with meniscal repair",5C,"Knee, repair of ligament and meniscus",Private Hospitals/ Clinics,Inpatient,"26,070","30,312","34,149","17,851","19,968","22,998","8,560","9,630","12,840","1,873","2,140","2,500","6,025","7,405","8,753","2,830","4,572","5,773","3,011","4,204","7,089"
2019,SB703K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ligament reconstruction with meniscal repair",5C,"Knee, repair of ligament and meniscus",Public Hospitals/ Centres (Subsidised),Ward B2,"3,506","3,855","4,415",880,880,"1,055",-,-,-,-,-,-,-,-,-,658,"1,018","1,642","1,503","1,670","1,972"
2019,SB703K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ligament reconstruction with meniscal repair",5C,"Knee, repair of ligament and meniscus",Public Hospitals/ Centres (Subsidised),Ward C,"3,038","3,522","3,965",480,668,765,-,-,-,-,-,-,-,-,-,735,"1,012","1,520","1,330","1,674","2,066"
2019,SB704H,"Hand, Closed fracture, ORIF complex/ plate and screws (single)",3C,"Hand, fracture without bone exposed, re-alignment and repair with plate and screws (conventional surgery) (single)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,560","1,984","2,245",880,891,"1,166",-,-,-,-,-,-,-,-,-,154,529,742,347,464,595
2019,SB704K,"Knee, Ligaments/Meniscus/Cartilage/Bone combined, Arthroscopic ligament reconstruction with meniscectomy",5C,"Knee, repair of ligament and removals of meniscus",Private Hospitals/ Clinics,Inpatient,"23,796","25,827","27,940","16,737","19,524","21,463","8,560","9,844","12,840","2,000","2,408","3,000","5,504","5,843","6,762",953,"2,140","2,955","3,053","4,111","5,983"
2019,SB706W,"Wrist, Distal radius fracture, Open Reduction and Internal Fixation (ORIF) (complex, with autologous bone graft)",4C,"Wrist, re-alignment and repair of fracture with bone implant (complex) (conventional surgery)",Private Hospitals/ Clinics,Inpatient,"17,419","20,641","22,586","12,057","14,462","16,681","6,420","8,560","9,630","1,500","1,605","2,000","3,674","4,642","5,480","2,042","2,515","3,745","1,902","2,591","3,512"
2019,SB706W,"Wrist, Distal radius fracture, Open Reduction and Internal Fixation (ORIF) (complex, with autologous bone graft)",4C,"Wrist, re-alignment and repair of fracture with bone implant (complex) (conventional surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,458","3,275","3,917",912,"1,050","1,207",-,-,-,-,-,-,-,-,-,891,"1,030","1,306",425,951,"1,349"
2019,SB707S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open Bankart or Superior Labrum from anterior to posterior (SLAP) repair",5A,"Shoulder, repair of shoulder cartilage for recurrent shoulder disclocation (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"18,069","24,984","26,606","13,522","17,634","18,911","7,169","9,630","10,700","1,550","2,070","2,500","4,836","5,398","6,355",429,"3,135","4,860","2,297","3,134","3,855"
2019,SB707S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open Bankart or Superior Labrum from anterior to posterior (SLAP) repair",5A,"Shoulder, repair of shoulder cartilage for recurrent shoulder disclocation (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"2,976","3,277","3,984",880,"1,050","1,050",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,838,999,"1,189"
2019,SB708H,"Hand, Flexor Tendon, Trigger Finger (multiple), Release",3A,"Hand, trigger finger, release of tendon (multiple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),678,719,819,596,606,711,-,-,-,-,-,-,-,-,-,-,-,-,88,99,130
2019,SB708S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open Bankart repair with Superior Labrum from anterior to posterior (SLAP) repair/rotator cuff repair",5B,"Shoulder, repair of shoulder muscles for recurrent shoulder dislocation (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"22,839","26,102","30,035","16,675","18,978","21,978","8,560","10,700","12,840","1,875","2,140","2,500","5,161","5,844","7,294",275,"3,317","4,511","2,627","3,343","5,167"
2019,SB708S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open Bankart repair with Superior Labrum from anterior to posterior (SLAP) repair/rotator cuff repair",5B,"Shoulder, repair of shoulder muscles for recurrent shoulder dislocation (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"3,016","3,258","3,934",880,880,968,-,-,-,-,-,-,-,-,-,"1,134","1,346","1,375",820,"1,000","1,274"
2019,SB708S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open Bankart repair with Superior Labrum from anterior to posterior (SLAP) repair/rotator cuff repair",5B,"Shoulder, repair of shoulder muscles for recurrent shoulder dislocation (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"3,648","4,130","4,875",880,"1,287","1,287",-,-,-,-,-,-,-,-,-,798,"1,242","1,823","1,474","1,734","1,919"
2019,SB709H,"Hand, Flexor Tendon, Trigger Finger (single), Release",2A,"Hand, trigger finger, release of tendon (single)",Private Hospitals/ Clinics,Day Surgery,"3,072","4,280","5,174","2,612","3,506","4,388","1,605","2,400","3,210",n/a,n/a,n/a,814,994,"1,225",n/a,n/a,n/a,362,561,726
2019,SB709H,"Hand, Flexor Tendon, Trigger Finger (single), Release",2A,"Hand, trigger finger, release of tendon (single)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,112","1,242","1,394",916,932,"1,140",-,-,-,-,-,-,-,-,-,-,-,-,189,230,276
2019,SB709H,"Hand, Flexor Tendon, Trigger Finger (single), Release",2A,"Hand, trigger finger, release of tendon (single)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),349,385,437,260,268,333,-,-,-,-,-,-,-,-,-,-,-,-,83,96,114
2019,SB710S,"Shoulder, Shoulder soft tissue injury, Arthroscopic/Open decompression with cuff repair",5B,"Shoulder, removal of bone and/or ligament fragments with repair of shoulder muscles (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"26,437","29,004","32,471","18,939","22,078","25,479","9,630","11,256","13,696","2,140","2,568","3,000","6,362","7,652","8,812","1,469","3,207","4,280","2,666","3,590","4,935"
